link,loss,name,position,team,tie,win,year
/coaches/FichRa0.htm,5,Randy Fichtner,Quarterbacks,Pittsburgh Steelers,0,11,2014
/coaches/MuncMi0.htm,5,Mike Munchak,Offensive Line,Pittsburgh Steelers,0,11,2014
/coaches/RyanRe0.htm,12,Rex Ryan,Coach,New York Jets,0,4,2014
/coaches/MornMa0.htm,12,Marty Mornhinweg,Offensive Coordinator,New York Jets,0,4,2014
/coaches/ThurDe0.htm,12,Dennis Thurman,Defensive Coordinator,New York Jets,0,4,2014
/coaches/LynnAn0.htm,12,Anthony Lynn,Assistant Head Coach/Running Backs,New York Jets,0,4,2014
/coaches/PhilJo0.htm,8,Joe Philbin,Coach,Miami Dolphins,0,8,2014
/coaches/LazoBi0.htm,8,Bill Lazor,Offensive Coordinator,Miami Dolphins,0,8,2014
/coaches/CoylKe0.htm,8,Kevin Coyle,Defensive Coordinator,Miami Dolphins,0,8,2014
/coaches/AnarLo0.htm,8,Lou Anarumo,Defensive Backs,Miami Dolphins,0,8,2014
/coaches/CampDa1.htm,8,Dan Campbell,Tight Ends,Miami Dolphins,0,8,2014
/coaches/DuffMa0.htm,8,Mark Duffner,Linebackers,Miami Dolphins,0,8,2014
/coaches/RodgKa0.htm,8,Kacy Rodgers,Defensive Line,Miami Dolphins,0,8,2014
/coaches/TaylZa0.htm,8,Zac Taylor,Quarterbacks Coach,Miami Dolphins,0,8,2014
/coaches/MarrDo0.htm,7,Doug Marrone,Coach,Buffalo Bills,0,9,2014
/coaches/HackNa0.htm,7,Nathaniel Hackett,Offensive Coordinator,Buffalo Bills,0,9,2014
/coaches/SchwJi0.htm,7,Jim Schwartz,Defensive Coordinator,Buffalo Bills,0,9,2014
/coaches/DownTo0.htm,7,Todd Downing,Quarterbacks,Buffalo Bills,0,9,2014
/coaches/HendDo0.htm,7,Donnie Henderson,Defensive Backs,Buffalo Bills,0,9,2014
/coaches/HostJi0.htm,7,Jim Hostler,Sr Offensive Assistant,Buffalo Bills,0,9,2014
/coaches/PagaFr0.htm,7,Fred Pagac,Linebackers,Buffalo Bills,0,9,2014
/coaches/BeliBi0.htm,4,Bill Belichick,Coach,New England Patriots,0,12,2014
/coaches/McDaJo0.htm,4,Josh McDaniels,Offensive Coordinator,New England Patriots,0,12,2014
/coaches/PatrMa0.htm,4,Matt Patricia,Defensive Coordinator,New England Patriots,0,12,2014
/coaches/DaboBr0.htm,4,Brian Daboll,Tight Ends,New England Patriots,0,12,2014
/coaches/FlorBr0.htm,4,Brian Flores,Safeties,New England Patriots,0,12,2014
/coaches/GrahPa0.htm,4,Patrick Graham,Linebackers,New England Patriots,0,12,2014
/coaches/OSheCh0.htm,4,Chad O'Shea,Wide Receivers,New England Patriots,0,12,2014
/coaches/FishJe0.htm,9,Jeff Fisher,Coach,St. Louis Rams,0,7,2015
/coaches/BoraRo0.htm,9,Rob Boras,Offensive Coordinator,St. Louis Rams,0,7,2015
/coaches/CignFr0.htm,9,Frank Cignetti,Offensive Coordinator,St. Louis Rams,0,7,2015
/coaches/WillGr0.htm,9,Gregg Williams,Defensive Coordinator,St. Louis Rams,0,7,2015
/coaches/BoraRo0.htm,9,Rob Boras,Assistant Head Coach Offense/Interim Offensive Coordinator,St. Louis Rams,0,7,2015
/coaches/BushFr0.htm,9,Frank Bush,Linebackers,St. Louis Rams,0,7,2015
/coaches/CeciCh0.htm,9,Chuck Cecil,Secondary,St. Louis Rams,0,7,2015
/coaches/FassJo0.htm,9,John Fassel,Special Teams Coordinator,St. Louis Rams,0,7,2015
/coaches/McGiDa0.htm,9,Dave McGinnis,Assistant Head Coach,St. Louis Rams,0,7,2015
/coaches/SherRa0.htm,9,Ray Sherman,Wide Receivers,St. Louis Rams,0,7,2015
/coaches/CarrPe0.htm,6,Pete Carroll,Coach,Seattle Seahawks,0,10,2015
/coaches/BeveDa0.htm,6,Darrell Bevell,Offensive Coordinator,Seattle Seahawks,0,10,2015
/coaches/RichKr0.htm,6,Kris Richard,Defensive Coordinator,Seattle Seahawks,0,10,2015
/coaches/BrowKi0.htm,6,Kippy Brown,Wide Receivers,Seattle Seahawks,0,10,2015
/coaches/CablTo0.htm,6,Tom Cable,Assistant Head Coach/Offensive Line,Seattle Seahawks,0,10,2015
/coaches/SmitCa0.htm,6,Carl Smith,Quarterbacks,Seattle Seahawks,0,10,2015
/coaches/SmitSh0.htm,6,Sherman Smith,Running Backs,Seattle Seahawks,0,10,2015
/coaches/AriaBr0.htm,3,Bruce Arians,Coach,Arizona Cardinals,0,13,2015
/coaches/GoodHa0.htm,3,Harold Goodwin,Offensive Coordinator,Arizona Cardinals,0,13,2015
/coaches/BettJa0.htm,3,James Bettcher,Defensive Coordinator,Arizona Cardinals,0,13,2015
/coaches/KitcFr0.htm,3,Freddie Kitchens,Quarterbacks,Arizona Cardinals,0,13,2015
/coaches/MoorTo0.htm,3,Tom Moore,Assistant Head Coach/Offensive Consultant,Arizona Cardinals,0,13,2015
/coaches/SandBo0.htm,3,Bob Sanders,Linebackers,Arizona Cardinals,0,13,2015
/coaches/SmitLo0.htm,10,Lovie Smith,Coach,Tampa Bay Buccaneers,0,6,2015
/coaches/KoetDi0.htm,10,Dirk Koetter,Offensive Coordinator,Tampa Bay Buccaneers,0,6,2015
/coaches/FrazLe0.htm,10,Leslie Frazier,Defensive Coordinator,Tampa Bay Buccaneers,0,6,2015
/coaches/PaytSe0.htm,9,Sean Payton,Coach,New Orleans Saints,0,7,2015
/coaches/CarmPe0.htm,9,Pete Carmichael,Offensive Coordinator,New Orleans Saints,0,7,2015
/coaches/AlleDe0.htm,9,Dennis Allen,Defensive Coordinator,New Orleans Saints,0,7,2015
/coaches/RyanRo0.htm,9,Rob Ryan,Defensive Coordinator,New Orleans Saints,0,7,2015
/coaches/MortJo0.htm,9,John Morton,Wide Receivers,New Orleans Saints,0,7,2015
/coaches/VittJo0.htm,9,Joe Vitt,Assistant Head Coach/Linebackers,New Orleans Saints,0,7,2015
/coaches/QuinDa0.htm,8,Dan Quinn,Coach,Atlanta Falcons,0,8,2015
/coaches/ShanKy0.htm,8,Kyle Shanahan,Offensive Coordinator,Atlanta Falcons,0,8,2015
/coaches/SmitRi0.htm,8,Richard Smith,Defensive Coordinator,Atlanta Falcons,0,8,2015
/coaches/LaFlMa0.htm,8,Matt LaFleur,Quarterbacks,Atlanta Falcons,0,8,2015
/coaches/ManuMa0.htm,8,Marquand Manuel,Secondary,Atlanta Falcons,0,8,2015
/coaches/MorrRa0.htm,8,Raheem Morris,Assistant Head Coach/Defensive Passing Game Coordinator,Atlanta Falcons,0,8,2015
/coaches/RobiTe0.htm,8,Terry Robiskie,Wide Receivers,Atlanta Falcons,0,8,2015
/coaches/ScanRi0.htm,8,Rich Scangarello,Offensive Quality Control,Atlanta Falcons,0,8,2015
/coaches/RiveRo0.htm,1,Ron Rivera,Coach,Carolina Panthers,0,15,2015
/coaches/ShulMi0.htm,1,Mike Shula,Offensive Coordinator,Carolina Panthers,0,15,2015
/coaches/McDeSe0.htm,1,Sean McDermott,Defensive Coordinator,Carolina Panthers,0,15,2015
/coaches/HolcAl0.htm,1,Al Holcomb,Linebackers,Carolina Panthers,0,15,2015
/coaches/SkipJi0.htm,1,Jim Skipper,Running Backs,Carolina Panthers,0,15,2015
/coaches/WashEr0.htm,1,Eric Washington,Defensive Line,Carolina Panthers,0,15,2015
/coaches/WilkSt0.htm,1,Steve Wilks,Assistant Head Coach/Defensive Backs,Carolina Panthers,0,15,2015
/coaches/FoxxJo0.htm,10,John Fox,Coach,Chicago Bears,0,6,2015
/coaches/GaseAd0.htm,10,Adam Gase,Offensive Coordinator,Chicago Bears,0,6,2015
/coaches/FangVi0.htm,10,Vic Fangio,Defensive Coordinator,Chicago Bears,0,6,2015
/coaches/DonaEd0.htm,10,Ed Donatell,Secondary,Chicago Bears,0,6,2015
/coaches/GrohMi0.htm,10,Mike Groh,Wide Receivers,Chicago Bears,0,6,2015
/coaches/LoggDo0.htm,10,Dowell Loggains,Quarterbacks,Chicago Bears,0,6,2015
/coaches/CaldJi0.htm,9,Jim Caldwell,Coach,Detroit Lions,0,7,2015
/coaches/CootJi0.htm,9,Jim Bob Cooter,Offensive Coordinator,Detroit Lions,0,7,2015
/coaches/LombJo0.htm,9,Joe Lombardi,Offensive Coordinator,Detroit Lions,0,7,2015
/coaches/AustTe0.htm,9,Teryl Austin,Defensive Coordinator,Detroit Lions,0,7,2015
/coaches/CunnGu0.htm,9,Gunther Cunningham,Sr Coaching Assistant,Detroit Lions,0,7,2015
/coaches/ModkCu0.htm,9,Curtis Modkins,Running Backs,Detroit Lions,0,7,2015
/coaches/SherBi0.htm,9,Bill Sheridan,Linebackers,Detroit Lions,0,7,2015
/coaches/WillAl0.htm,9,Alan Williams,Defensive Backs/Safeties,Detroit Lions,0,7,2015
/coaches/McCaMi0.htm,6,Mike McCarthy,Coach,Green Bay Packers,0,10,2015
/coaches/BennEd0.htm,6,Edgar Bennett,Offensive Coordinator,Green Bay Packers,0,10,2015
/coaches/CapeDo0.htm,6,Dom Capers,Defensive Coordinator,Green Bay Packers,0,10,2015
/coaches/ClemTo0.htm,6,Tom Clements,Associate Head Coach/Offense,Green Bay Packers,0,10,2015
/coaches/SolaMi0.htm,6,Mike Solari,Assistant Offensive Line,Green Bay Packers,0,10,2015
/coaches/TrgoMi0.htm,6,Mike Trgovac,Defensive Line,Green Bay Packers,0,10,2015
/coaches/VanPAl0.htm,6,Alex Van Pelt,Quarterbacks/Wide Receivers,Green Bay Packers,0,10,2015
/coaches/ZookRo0.htm,6,Ron Zook,Special Teams Coordinator,Green Bay Packers,0,10,2015
/coaches/ZimmMi0.htm,5,Mike Zimmer,Coach,Minnesota Vikings,0,11,2015
/coaches/TurnNo0.htm,5,Norv Turner,Offensive Coordinator,Minnesota Vikings,0,11,2015
/coaches/EdwaGe0.htm,5,George Edwards,Defensive Coordinator,Minnesota Vikings,0,11,2015
/coaches/DaviJe0.htm,5,Jeff Davidson,Offensive Line,Minnesota Vikings,0,11,2015
/coaches/GrayJe0.htm,5,Jerry Gray,Defensive Backs,Minnesota Vikings,0,11,2015
/coaches/StefKe0.htm,5,Kevin Stefanski,Tight Ends,Minnesota Vikings,0,11,2015
/coaches/GarrJa0.htm,12,Jason Garrett,Coach,Dallas Cowboys,0,4,2015
/coaches/LineSc0.htm,12,Scott Linehan,Offensive Coordinator,Dallas Cowboys,0,4,2015
/coaches/MariRo0.htm,12,Rod Marinelli,Defensive Coordinator,Dallas Cowboys,0,4,2015
/coaches/EberMa0.htm,12,Matt Eberflus,Linebackers,Dallas Cowboys,0,4,2015
/coaches/LoneSt0.htm,12,Steve Loney,Assistant Offensive Line,Dallas Cowboys,0,4,2015
/coaches/PopeMi0.htm,12,Mike Pope,Tight Ends,Dallas Cowboys,0,4,2015
/coaches/CougTo0.htm,10,Tom Coughlin,Coach,New York Giants,0,6,2015
/coaches/McAdBe0.htm,10,Ben McAdoo,Offensive Coordinator,New York Giants,0,6,2015
/coaches/SpagSt0.htm,10,Steve Spagnuolo,Defensive Coordinator,New York Giants,0,6,2015
/coaches/SullMi0.htm,10,Mike Sullivan,Quarterbacks,New York Giants,0,6,2015
/coaches/WaltTi0.htm,10,Tim Walton,Secondary,New York Giants,0,6,2015
/coaches/ShurPa0.htm,0,Pat Shurmur,Coach,Philadelphia Eagles,0,1,2015
/coaches/KellCh0.htm,9,Chip Kelly,Coach,Philadelphia Eagles,0,6,2015
/coaches/ShurPa0.htm,9,Pat Shurmur,Offensive Coordinator,Philadelphia Eagles,0,6,2015
/coaches/DaviBi0.htm,9,Bill Davis,Defensive Coordinator,Philadelphia Eagles,0,6,2015
/coaches/GrudJa0.htm,7,Jay Gruden,Coach,Washington Redskins,0,9,2015
/coaches/McVaSe0.htm,7,Sean McVay,Offensive Coordinator,Washington Redskins,0,9,2015
/coaches/BarrJo0.htm,7,Joe Barry,Defensive Coordinator,Washington Redskins,0,9,2015
/coaches/CallBi0.htm,7,Bill Callahan,Offensive Line,Washington Redskins,0,9,2015
/coaches/CavaMa0.htm,7,Matt Cavanaugh,Quarterbacks,Washington Redskins,0,9,2015
/coaches/FewePe0.htm,7,Perry Fewell,Defensive Backs,Washington Redskins,0,9,2015
/coaches/McCoMi1.htm,12,Mike McCoy,Coach,San Diego Chargers,0,4,2015
/coaches/ReicFr0.htm,12,Frank Reich,Offensive Coordinator,San Diego Chargers,0,4,2015
/coaches/PagaJo0.htm,12,John Pagano,Defensive Coordinator,San Diego Chargers,0,4,2015
/coaches/NolaMi0.htm,12,Mike Nolan,Linebackers,San Diego Chargers,0,4,2015
/coaches/SiriNi0.htm,12,Nick Sirianni,Quarterbacks,San Diego Chargers,0,4,2015
/coaches/DelRJa0.htm,9,Jack Del Rio,Coach,Oakland Raiders,0,7,2015
/coaches/MusgBi0.htm,9,Bill Musgrave,Offensive Coordinator,Oakland Raiders,0,7,2015
/coaches/NortKe0.htm,9,Ken Norton,Defensive Coordinator,Oakland Raiders,0,7,2015
/coaches/DownTo0.htm,9,Todd Downing,Quarterbacks,Oakland Raiders,0,7,2015
/coaches/TiceMi0.htm,9,Mike Tice,Offensive Line,Oakland Raiders,0,7,2015
/coaches/ReidAn0.htm,5,Andy Reid,Coach,Kansas City Chiefs,0,11,2015
/coaches/PedeDo0.htm,5,Doug Pederson,Offensive Coordinator,Kansas City Chiefs,0,11,2015
/coaches/SuttBo0.htm,5,Bob Sutton,Defensive Coordinator,Kansas City Chiefs,0,11,2015
/coaches/BienEr0.htm,5,Eric Bieniemy,Running Backs,Kansas City Chiefs,0,11,2015
/coaches/GibbGa0.htm,5,Gary Gibbs,Linebackers,Kansas City Chiefs,0,11,2015
/coaches/NagyMa0.htm,5,Matt Nagy,Quarterbacks,Kansas City Chiefs,0,11,2015
/coaches/ThomEm0.htm,5,Emmitt Thomas,Defensive Backs,Kansas City Chiefs,0,11,2015
/coaches/KubiGa0.htm,4,Gary Kubiak,Coach,Denver Broncos,0,12,2015
/coaches/DennRi0.htm,4,Rick Dennison,Offensive Coordinator,Denver Broncos,0,12,2015
/coaches/PhilWa0.htm,4,Wade Phillips,Defensive Coordinator,Denver Broncos,0,12,2015
/coaches/CallBr0.htm,4,Brian Callahan,Offensive Assistant,Denver Broncos,0,12,2015
/coaches/KnapGr0.htm,4,Greg Knapp,Quarterbacks,Denver Broncos,0,12,2015
/coaches/PagaFr0.htm,4,Fred Pagac,Outside Linebackers,Denver Broncos,0,12,2015
/coaches/StudEr0.htm,4,Eric Studesville,Running Backs,Denver Broncos,0,12,2015
/coaches/WoodJo0.htm,4,Joe Woods,Defensive Backs,Denver Broncos,0,12,2015
/coaches/WhisKe0.htm,6,Ken Whisenhunt,Coach,Tennessee Titans,0,1,2015
/coaches/MulaMi0.htm,7,Mike Mularkey,Coach,Tennessee Titans,0,2,2015
/coaches/MichJa0.htm,7,Jason Michael,Offensive Coordinator,Tennessee Titans,0,2,2015
/coaches/HortRa0.htm,7,Ray Horton,Defensive Coordinator,Tennessee Titans,0,2,2015
/coaches/CrooSy0.htm,7,Sylvester Croom,Running Backs,Tennessee Titans,0,2,2015
/coaches/LeBeDi0.htm,7,Dick LeBeau,Assistant Head Coach/Defense,Tennessee Titans,0,2,2015
/coaches/MulaMi0.htm,7,Mike Mularkey,Assistant Head Coach/Tight Ends/Interim Head Coach,Tennessee Titans,0,2,2015
/coaches/SmitAr0.htm,7,Arthur Smith,Assistant Tight Ends,Tennessee Titans,0,2,2015
/coaches/BradGu0.htm,11,Gus Bradley,Coach,Jacksonville Jaguars,0,5,2015
/coaches/OlsoGr0.htm,11,Greg Olson,Offensive Coordinator,Jacksonville Jaguars,0,5,2015
/coaches/BabiBo0.htm,11,Bob Babich,Defensive Coordinator,Jacksonville Jaguars,0,5,2015
/coaches/HackNa0.htm,11,Nathaniel Hackett,Quarterbacks,Jacksonville Jaguars,0,5,2015
/coaches/MarrDo0.htm,11,Doug Marrone,Assistant Head Coach/Offensive Line,Jacksonville Jaguars,0,5,2015
/coaches/SaleRo0.htm,11,Robert Saleh,Linebackers,Jacksonville Jaguars,0,5,2015
/coaches/SullJe0.htm,11,Jerry Sullivan,Wide Receivers,Jacksonville Jaguars,0,5,2015
/coaches/WashTo0.htm,11,Todd Wash,Defensive Line,Jacksonville Jaguars,0,5,2015
/coaches/PagaCh0.htm,8,Chuck Pagano,Coach,Indianapolis Colts,0,8,2015
/coaches/ChudRo0.htm,8,Rob Chudzinski,Offensive Coordinator,Indianapolis Colts,0,8,2015
/coaches/HamiPe0.htm,8,Pep Hamilton,Offensive Coordinator,Indianapolis Colts,0,8,2015
/coaches/ManuGr0.htm,8,Greg Manusky,Defensive Coordinator,Indianapolis Colts,0,8,2015
/coaches/ChriCl0.htm,8,Clyde Christensen,Quarterbacks Coach,Indianapolis Colts,0,8,2015
/coaches/ChudRo0.htm,8,Rob Chudzinski,Associate Head Coach/Interim Offensive Coordinator,Indianapolis Colts,0,8,2015
/coaches/HostJi0.htm,8,Jim Hostler,Wide Receivers,Indianapolis Colts,0,8,2015
/coaches/HuntHa1.htm,8,Hal Hunter,Offensive Line,Indianapolis Colts,0,8,2015
/coaches/OBriBi0.htm,7,Bill O'Brien,Coach,Houston Texans,0,9,2015
/coaches/GodsGe0.htm,7,George Godsey,Offensive Coordinator,Houston Texans,0,9,2015
/coaches/CrenRo0.htm,7,Romeo Crennel,Defensive Coordinator,Houston Texans,0,9,2015
/coaches/KellTi0.htm,7,Tim Kelly,Offensive Quality Control,Houston Texans,0,9,2015
/coaches/PasqPa0.htm,7,Paul Pasqualoni,Defensive Line,Houston Texans,0,9,2015
/coaches/VrabMi0.htm,7,Mike Vrabel,Linebackers,Houston Texans,0,9,2015
/coaches/PettMi0.htm,13,Mike Pettine,Coach,Cleveland Browns,0,3,2015
/coaches/DeFiJo0.htm,13,John DeFilippo,Offensive Coordinator,Cleveland Browns,0,3,2015
/coaches/ONeiJi0.htm,13,Jim O'Neil,Defensive Coordinator,Cleveland Browns,0,3,2015
/coaches/FlajKe0.htm,13,Ken Flajole,Inside Linebackers,Cleveland Browns,0,3,2015
/coaches/OConKe0.htm,13,Kevin O'Connell,Quarterbacks,Cleveland Browns,0,3,2015
/coaches/HarbJo0.htm,11,John Harbaugh,Coach,Baltimore Ravens,0,5,2015
/coaches/TresMa0.htm,11,Marc Trestman,Offensive Coordinator,Baltimore Ravens,0,5,2015
/coaches/PeesDe0.htm,11,Dean Pees,Defensive Coordinator,Baltimore Ravens,0,5,2015
/coaches/CastJu0.htm,11,Juan Castillo,Offensive Line,Baltimore Ravens,0,5,2015
/coaches/MartDo0.htm,11,Don Martindale,Inside Linebackers,Baltimore Ravens,0,5,2015
/coaches/MonaTe0.htm,11,Ted Monachino,Linebackers Coach,Baltimore Ravens,0,5,2015
/coaches/MornMa0.htm,11,Marty Mornhinweg,Quarterbacks,Baltimore Ravens,0,5,2015
/coaches/TomlMi0.htm,6,Mike Tomlin,Coach,Pittsburgh Steelers,0,10,2015
/coaches/HaleTo0.htm,6,Todd Haley,Offensive Coordinator,Pittsburgh Steelers,0,10,2015
/coaches/ButlKe0.htm,6,Keith Butler,Defensive Coordinator,Pittsburgh Steelers,0,10,2015
/coaches/FichRa0.htm,6,Randy Fichtner,Quarterbacks,Pittsburgh Steelers,0,10,2015
/coaches/MuncMi0.htm,6,Mike Munchak,Offensive Line,Pittsburgh Steelers,0,10,2015
/coaches/LewiMa0.htm,4,Marvin Lewis,Coach,Cincinnati Bengals,0,12,2015
/coaches/JackHu0.htm,4,Hue Jackson,Offensive Coordinator,Cincinnati Bengals,0,12,2015
/coaches/GuenPa0.htm,4,Paul Guenther,Defensive Coordinator,Cincinnati Bengals,0,12,2015
/coaches/BurkMa0.htm,4,Matt Burke,Linebackers,Cincinnati Bengals,0,12,2015
/coaches/JoseVa0.htm,4,Vance Joseph,Defensive Backs,Cincinnati Bengals,0,12,2015
/coaches/ZampKe0.htm,4,Ken Zampese,Quarterbacks Coach,Cincinnati Bengals,0,12,2015
/coaches/PhilJo0.htm,3,Joe Philbin,Coach,Miami Dolphins,0,1,2015
/coaches/CampDa1.htm,7,Dan Campbell,Coach,Miami Dolphins,0,5,2015
/coaches/LazoBi0.htm,7,Bill Lazor,Offensive Coordinator,Miami Dolphins,0,5,2015
/coaches/TaylZa0.htm,7,Zac Taylor,Offensive Coordinator,Miami Dolphins,0,5,2015
/coaches/AnarLo0.htm,7,Lou Anarumo,Defensive Coordinator,Miami Dolphins,0,5,2015
/coaches/CoylKe0.htm,7,Kevin Coyle,Defensive Coordinator,Miami Dolphins,0,5,2015
/coaches/AnarLo0.htm,7,Lou Anarumo,Defensive Backs Coach/Interim Defensive Coordinator,Miami Dolphins,0,5,2015
/coaches/CampDa1.htm,7,Dan Campbell,Tight Ends Coach/Interim Head Coach,Miami Dolphins,0,5,2015
/coaches/DuffMa0.htm,7,Mark Duffner,Linebackers,Miami Dolphins,0,5,2015
/coaches/SaunAl0.htm,7,Al Saunders,Senior Offensive Assistant,Miami Dolphins,0,5,2015
/coaches/TaylZa0.htm,7,Zac Taylor,Quarterbacks Coach/Interim Offensive Coordinator,Miami Dolphins,0,5,2015
/coaches/RyanRe0.htm,8,Rex Ryan,Coach,Buffalo Bills,0,8,2015
/coaches/RomaGr0.htm,8,Greg Roman,Offensive Coordinator,Buffalo Bills,0,8,2015
/coaches/ThurDe0.htm,8,Dennis Thurman,Defensive Coordinator,Buffalo Bills,0,8,2015
/coaches/HendDo0.htm,8,Donnie Henderson,Defensive Backs,Buffalo Bills,0,8,2015
/coaches/KromAa0.htm,8,Aaron Kromer,Offensive Line,Buffalo Bills,0,8,2015
/coaches/LynnAn0.htm,8,Anthony Lynn,Assistant Head Coach/Running Backs,Buffalo Bills,0,8,2015
/coaches/PalmCh0.htm,8,Chris Palmer,Sr Offensive Assistant,Buffalo Bills,0,8,2015
/coaches/BowlTo0.htm,6,Todd Bowles,Coach,New York Jets,0,10,2015
/coaches/GailCh0.htm,6,Chan Gailey,Offensive Coordinator,New York Jets,0,10,2015
/coaches/RodgKa0.htm,6,Kacy Rodgers,Defensive Coordinator,New York Jets,0,10,2015
/coaches/BeliBi0.htm,4,Bill Belichick,Coach,New England Patriots,0,12,2015
/coaches/McDaJo0.htm,4,Josh McDaniels,Offensive Coordinator,New England Patriots,0,12,2015
/coaches/PatrMa0.htm,4,Matt Patricia,Defensive Coordinator,New England Patriots,0,12,2015
/coaches/DaboBr0.htm,4,Brian Daboll,Tight Ends,New England Patriots,0,12,2015
/coaches/FlorBr0.htm,4,Brian Flores,Safeties,New England Patriots,0,12,2015
/coaches/GrahPa0.htm,4,Patrick Graham,Linebackers,New England Patriots,0,12,2015
/coaches/OSheCh0.htm,4,Chad O'Shea,Wide Receivers,New England Patriots,0,12,2015
/coaches/FassJo0.htm,3,John Fassel,Coach,Los Angeles Rams,0,0,2016
/coaches/FishJe0.htm,9,Jeff Fisher,Coach,Los Angeles Rams,0,4,2016
/coaches/BoraRo0.htm,9,Rob Boras,Offensive Coordinator,Los Angeles Rams,0,4,2016
/coaches/WillGr0.htm,9,Gregg Williams,Defensive Coordinator,Los Angeles Rams,0,4,2016
/coaches/BoraRo0.htm,9,Rob Boras,Assistant Head Coach Offense/Offensive Coordinator,Los Angeles Rams,0,4,2016
/coaches/BushFr0.htm,9,Frank Bush,Linebackers,Los Angeles Rams,0,4,2016
/coaches/CeciCh0.htm,9,Chuck Cecil,Secondary,Los Angeles Rams,0,4,2016
/coaches/FassJo0.htm,9,John Fassel,Special Teams Coordinator/Interim Head Coach,Los Angeles Rams,0,4,2016
/coaches/GrohMi0.htm,9,Mike Groh,Passing Coordinator/Wide Receivers,Los Angeles Rams,0,4,2016
/coaches/McGiDa0.htm,9,Dave McGinnis,Assistant Head Coach,Los Angeles Rams,0,4,2016
/coaches/SingMi0.htm,9,Mike Singletary,Defensive Assistant,Los Angeles Rams,0,4,2016
/coaches/AriaBr0.htm,8,Bruce Arians,Coach,Arizona Cardinals,1,7,2016
/coaches/GoodHa0.htm,8,Harold Goodwin,Offensive Coordinator,Arizona Cardinals,1,7,2016
/coaches/BettJa0.htm,8,James Bettcher,Defensive Coordinator,Arizona Cardinals,1,7,2016
/coaches/KitcFr0.htm,8,Freddie Kitchens,Quarterbacks,Arizona Cardinals,1,7,2016
/coaches/LeftBy0.htm,8,Byron Leftwich,Intern,Arizona Cardinals,1,7,2016
/coaches/MoorTo0.htm,8,Tom Moore,Assistant Head Coach/Offense,Arizona Cardinals,1,7,2016
/coaches/SandBo0.htm,8,Bob Sanders,Linebackers,Arizona Cardinals,1,7,2016
/coaches/PaytSe0.htm,9,Sean Payton,Coach,New Orleans Saints,0,7,2016
/coaches/CarmPe0.htm,9,Pete Carmichael,Offensive Coordinator,New Orleans Saints,0,7,2016
/coaches/AlleDe0.htm,9,Dennis Allen,Defensive Coordinator,New Orleans Saints,0,7,2016
/coaches/CampDa1.htm,9,Dan Campbell,Assistant Head Coach/Tight Ends,New Orleans Saints,0,7,2016
/coaches/GiunPe0.htm,9,Peter Giunta,Sr Defensive Assistant,New Orleans Saints,0,7,2016
/coaches/LombJo0.htm,9,Joe Lombardi,Quarterbacks,New Orleans Saints,0,7,2016
/coaches/MortJo0.htm,9,John Morton,Wide Receivers,New Orleans Saints,0,7,2016
/coaches/VittJo0.htm,9,Joe Vitt,Assistant Head Coach/Linebackers,New Orleans Saints,0,7,2016
/coaches/RiveRo0.htm,10,Ron Rivera,Coach,Carolina Panthers,0,6,2016
/coaches/ShulMi0.htm,10,Mike Shula,Offensive Coordinator,Carolina Panthers,0,6,2016
/coaches/McDeSe0.htm,10,Sean McDermott,Defensive Coordinator,Carolina Panthers,0,6,2016
/coaches/HolcAl0.htm,10,Al Holcomb,Linebackers,Carolina Panthers,0,6,2016
/coaches/SkipJi0.htm,10,Jim Skipper,Running Backs,Carolina Panthers,0,6,2016
/coaches/WashEr0.htm,10,Eric Washington,Defensive Line,Carolina Panthers,0,6,2016
/coaches/WilkSt0.htm,10,Steve Wilks,Assistant Head Coach/Defensive Backs,Carolina Panthers,0,6,2016
/coaches/KoetDi0.htm,7,Dirk Koetter,Coach,Tampa Bay Buccaneers,0,9,2016
/coaches/MonkTo0.htm,7,Todd Monken,Offensive Coordinator,Tampa Bay Buccaneers,0,9,2016
/coaches/SmitMi0.htm,7,Mike Smith,Defensive Coordinator,Tampa Bay Buccaneers,0,9,2016
/coaches/DuffMa0.htm,7,Mark Duffner,Linebackers,Tampa Bay Buccaneers,0,9,2016
/coaches/FoxxJo0.htm,13,John Fox,Coach,Chicago Bears,0,3,2016
/coaches/LoggDo0.htm,13,Dowell Loggains,Offensive Coordinator,Chicago Bears,0,3,2016
/coaches/FangVi0.htm,13,Vic Fangio,Defensive Coordinator,Chicago Bears,0,3,2016
/coaches/DonaEd0.htm,13,Ed Donatell,Secondary,Chicago Bears,0,3,2016
/coaches/ZimmMi0.htm,8,Mike Zimmer,Coach,Minnesota Vikings,0,8,2016
/coaches/ShurPa0.htm,8,Pat Shurmur,Offensive Coordinator,Minnesota Vikings,0,8,2016
/coaches/TurnNo0.htm,8,Norv Turner,Offensive Coordinator,Minnesota Vikings,0,8,2016
/coaches/EdwaGe0.htm,8,George Edwards,Defensive Coordinator,Minnesota Vikings,0,8,2016
/coaches/GrayJe0.htm,8,Jerry Gray,Defensive Backs,Minnesota Vikings,0,8,2016
/coaches/SparTo0.htm,8,Tony Sparano,Offensive Line,Minnesota Vikings,0,8,2016
/coaches/StefKe0.htm,8,Kevin Stefanski,Running Backs,Minnesota Vikings,0,8,2016
/coaches/CaldJi0.htm,7,Jim Caldwell,Coach,Detroit Lions,0,9,2016
